timestamp,url,result,attempts,duration_seconds
2025-11-24T12:15:46.479190,https://hf.zu.anjuke.com/fangyuan/4320888171273221?isauction=2&shangquan_id=32241&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKnHDkPHNvnH93nHN1PjDkTEDYn1ckrj93nH0QnW01nWcQTHbknjTKrHTknTDQsjDkTH91Pzk3PjTKnH0vn1bdP1mOn10OP9DzTNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHcQP1NLrH0Qnjn3PWbOPHnKP9DKnEDzn16Wn1m3nid6mHnvsHw-mWmVmHmYraYQuW0QujmQujD3PHEKnHbOnWDLPH0OP1czPHEQPjmdP9DQrHbznH0dP1bLnHbvnjNYPHcOTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHNOmvwWPjn1sH9QmvDVPjKWnzd6ujmksHc3mhF6rHRWPHEzP9DKPTDKTHTKrjnLsj9Ynak1nWcYnEDQTyOdUAkKmWDkuW-bm1DQuWmvuyDYPE&lego_tid=59cdc433-81ca-40c3-ad60-28bba95c5426&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.10
2025-11-24T12:16:35.218852,https://hf.zu.anjuke.com/fangyuan/4308094693760005?isauction=2&shangquan_id=32241&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKPjbdn1cYnH0kPHnYPH0KTHE1nj9krHEvrHnLPWTknjNKP1DknTDLnHTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1bLTHEKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnEDQTEDVnEDKnHbOnWnOrHnLn1NkPHNQrHmQPkDvTEDQTHDznAR-uWP-syw-mHDVPjNznad6mvE3sycOnj7WrHI6nyFhP9DQrHbzn1bOn101PWDknWmvPWcYTHDOrHc1rHb1P1ndrjTOnHEvrj9KTHD_nHTKTEDKsEDKTEDKnWDvsWn3sWDvri3QrjmKnTDkTEDQsjDzTgVqTHDknjnvTHDknjDvPWNKmWubPhwhnADVPvuBriYYnHI-syDQmhNVryR-uyEOPH7-PWu-TEDYTEDKnTD3n10_rjEksjnznWEQTHDKUMR_UTDOuhPhuH6WPhEduHn3mWcY&lego_tid=b6d6df0a-7fb9-417e-a1be-9eeed951e66e&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.10
2025-11-24T12:17:42.611379,https://hf.zu.anjuke.com/fangyuan/4293591770475534?isauction=2&shangquan_id=14111&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKPjbkPWTQnjEQPjcvnj9KTHEzrHndrHDLP1TYP1Ndn1EKPj0knTDYP1TkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1bLTH0KwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnEDQTEDVnEDKnHbOnHnzPW9LnjNzn101nHbLnEDvTEDQTH--uhDduAPBsycOrymVPjR6PiY3PjNdsH-hnyD3myRbuhwhnkDQrHbQn1cvrj0kPWEQnjmdrH9YTHDOrHD1nWm3P1TvnHD3njEQPWTKTHD_nHTKTEDKsEDKTEDKnWDvsWn3sWDvri3QrjmKnTDkTEDQsjDzTgVqTHDknjnvTHDknjDvPWNKuWnQnHnQnycVuyRbuaYYm1R6sH6Bn1bVm1TQrHDvnHIWnhDzTEDYTEDKnTD3n10_rjEksjDYnHDQTHDKUMR_UTDOrHcznjNOnWK-PjbdrymO&lego_tid=f311311b-eedd-4c5a-8b39-c0191617c2a2&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.11
2025-11-24T12:18:49.530086,https://hf.zu.anjuke.com/fangyuan/4320865164696586?isauction=2&shangquan_id=14107&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKrHm3PWNOPHT3njcYPj0KTHE1nWT3PWNQPWEvrHmdrjmKPHcknTDYP1TkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1bLTHDkTNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHcLPWEznjnzPHcOPj9OrHcKP9DKnEDOP1DYnHwhniYOPvuBsHE1rAnVmH0OmzdBuW-BnyE1P1cQm1TKnHbOnW0vPjckn1ndP10QPWE3nTDQrHbzP1mYnWT1n1nzPWNLnHNzTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTH7bmHnzPvw6syn3rjEVPjwhraY3njR6symzmWDkP1KbPjnOnkDKPTDKTHTKrjnLsj9YnakQPjDkPkDQTyOdUAkKnWNYmvmvn1c3PAnvnjTvmk&lego_tid=1da327da-c884-44f8-805a-f2b1070d4393&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.12
2025-11-24T12:20:53.533260,https://hf.zu.anjuke.com/fangyuan/4275571421064194?isauction=2&shangquan_id=14108&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKn103nHcLPWNOrHNLrH9KTHEzP1NdP1DYnWDkPWEQrHEKPjTknTDYnjTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1bLTHDvTNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHTdrjm3nWEYnjbdnjNLrHcKP9DKnE7-PhwWnjPbPaYQnvEvsHEQP1DVrADvraYvnjubPH7BmhubuW0KnHbOnjN3PW9zPWDQnWE3P1EzPTDQrHbkPH9vrjcvnj9LnWDdnHTYTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQn97exEDQnjT1P9DQnjTQPWmdTH9LuAw-m193syubnhcVPAnYPid6PvmQsyD1PHE3nhubP1K6mEDKPTDKTHTKrjnLsj9YnakQPjDkrTDQTyOdUAkKnHczmH7-PyNOuAnkrj6WP9&lego_tid=87ddec88-fd2b-4c45-a7f1-a35482fd70aa&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.12
2025-11-24T12:21:44.008794,https://hf.zu.anjuke.com/fangyuan/4290000472334349?isauction=2&shangquan_id=32241&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKn1cOrj9dnWbYrHN3nWTKTHEzrHTknjTYP1c1n1E1PjbKPWTknTDvnjTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1bLTHD3TNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHckn191n1bkPWcknWcQPjNKP9DKnEDYuWcLnyEQPaYvnADOsHwWPjbVrARbnzY3PWPhrHEOnju-nhcKnHbOnWT1rjn1rHDvPWbLn1bdnkDQrHbznjn3n1nOnHcOnWcOn1D1TEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHn1n1wWujKBsyDdPHDVPjTLPzY3ujmksyu-njNdnhDOPWE1nEDKPTDKTHTKrjnLsj9Ynak1nWcYnEDQTyOdUAkKmhPbryckuj-WnHm3rjIBmE&lego_tid=3334cd0b-a551-4077-8d60-fe0552a96431&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.12
2025-11-24T12:24:25.107958,https://hf.zu.anjuke.com/fangyuan/4233240387543046?isauction=2&shangquan_id=32241&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKPHNQrH0LnWNznH9kPWcKTHEzn1nzPjT1rj0dPjnkPjmKP1DknTDLnHTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1b3THcvTNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHD1nWmOrjNYnH9zrH01PjmKP9DKnED3PWDLujRWuBY1n1u6sHEOPH0Vrj03nBd6rAR6nWw6nWIBnynKnHbOnHnzPWb3PHNzP1nYrHcYrEDQrHbQn1cvrH9dPHTznj9QnjcdTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQn97exEDQnjT1P9DQnjTQPWmdTyF-PHNvnWEzsHNOnhDVPjE3PiY3uyEzsyRBP1DYmyRbuyD1nEDKPTDKTHTKrjnLsj9Ynak1nWcYnEDQTyOdUAkKmHcLP1IWPhnOuj6WuH9vn9&lego_tid=be556242-592a-4485-8ed2-eb714aedea31&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.11
2025-11-24T12:25:14.161501,https://hf.zu.anjuke.com/fangyuan/4264256520858638?isauction=2&shangquan_id=24964&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKPWDvn1TzrjNvrjT3rH9KTHEzPWEzPHmdnWT3PH9vn19KPHNknTDdPHTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1b3THc3TNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOP1ELPHN1rjbzPjNzPj0Yrj9KP9DKnE7WnH9zujRbriY3PhDLsHEzPH0VmH03mid-uhR-ry7BPjuWnAmKnHbLPj0dPHnOnj9QrjDkn1cOP9DQrH0YP1Ndn1bkP193rjn1nW9kTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQn97exEDQnjT1P9DQnjTQPWmdTycdmyELrjI6sH76nhnVPj6BuBYOujczsHbznHDOuWRhuADOnkDKPTDKTHTKrjnLsj9YnakzPjbvPTDQTyOdUAkKuHNOm16WnHcYn17bm19OuT&lego_tid=b5ad787a-1a2c-48bf-9d22-92119f5fda93&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.12
2025-11-24T12:26:58.716162,https://hf.zu.anjuke.com/fangyuan/4322533166964743?isauction=2&shangquan_id=32241&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKrjNvrHEQnHmOnWn1rH0KTHE1nWcdn1nQPWmOPWELPjnKrHTknTDOnjTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1b3THn1TNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHcznj91rjmYrHndn191njEKP9DKnEDYrj6-m1ckuaYOPAnzsHELrH0VmW9OuBYdnj9OnW6hrAmvPvEKnHbOnWckrjn3PWNOnjDknHNkPTDQrHbznWT3n19vPHmYrHnQPH9YTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHR6m1DvmvcksHNLnjNVPjmYPiY3uWKbsHw6rHcznAEvujmdrEDKPTDKTHTKrjnLsj9Ynak1nWcYnEDQTyOdUAkKujuhrAF6uAckmH0QnyNLm9&lego_tid=5ac16cb0-5705-4645-8f0d-4a9220d6d659&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.13
2025-11-24T12:28:07.442478,https://hf.zu.anjuke.com/fangyuan/4324790380878852?isauction=2&shangquan_id=5008&legoFeeUrl=https://legoclick.58.com/jump?target=pZwY0ZnlsztdraOWUvYKuadWuAcYuWEzmzdhnANLsHwWmvDVmHnvriYYnH91rj-BnjTdnAmKn1cOrj9dnWbYrHN3nWTKTHE1nWELrHT1rjT3P193PHcKPjNknTDYPHTkTHD_nHTKrjnLsj9YnTDQP1m1rHNLPWb1P1b3THnvTNujsRKjsN72izLMGO4hBstVOlvUlmaFOmBgl2AClpAdTHDKnEDKsHDKTHDOrHcLPWEkP19zPjNOnWE3PWNKP9DKnE76nARbnjDLraY1n1whsHE1ujNVryFbmidbPHP-nA7bPhNQPWmKnHbOnW0vPjTLrjnYnWnLP1ELn9DQrHbzP1mYnj03n1D1njn1P1cOTEDQsjDkTEDKTiYKTEDKTHcQPB31ra3QPWb8nH9vTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTH9QuyEzmhELsH0zuHTVPj66radBnvNvsyPBuhcvujE3m1-bmkDKPTDKTHTKrjnLsj9YnakdnjT3THDKUMR_UTD3P1mOryRWnWuBnvEzPjDv&lego_tid=81ed2bd7-72e0-48a8-b3e6-cbfb6d48c9dc&psid=9c6117082eca716979efe135cca71eda,SUCCESS,1,19.12
